variable code,variable name
hc34_gghed_ppp_pc,"Domestic General Government Expenditure on Home-based long-term care (health), in current international $ (PPP) per capita"
hc3nec_gghed_ppp_pc,"Domestic General Government Expenditure on Other Long-Term Care, in current international $ (PPP) per capita"
hc4_gghed_ppp_pc,"Domestic General Government Expenditure on Ancillary services (non-specified by function), in current international $ (PPP) per capita"
hc41_gghed_ppp_pc,"Domestic General Government Expenditure on Laboratory services, in current international $ (PPP) per capita"
hc42_gghed_ppp_pc,"Domestic General Government Expenditure on Imaging services, in current international $ (PPP) per capita"
hc43_gghed_ppp_pc,"Domestic General Government Expenditure on Patient transportation, in current international $ (PPP) per capita"
hc5_gghed_ppp_pc,"Domestic General Government Expenditure on Medical goods (non-specified by function), in current international $ (PPP) per capita"
hc51_gghed_ppp_pc,"Domestic General Government Expenditure on Pharmaceuticals and Other medical durable goods, in current international $ (PPP) per capita"
hc511_gghed_ppp_pc,"Domestic General Government Expenditure on Prescribed medicines, in current international $ (PPP) per capita"
hc512_gghed_ppp_pc,"Domestic General Government Expenditure on Over-the-counter medicines, in current international $ (PPP) per capita"
hc513_gghed_ppp_pc,"Domestic General Government Expenditure on Other medical non-durable goods, in current international $ (PPP) per capita"
hc52_gghed_ppp_pc,"Domestic General Government Expenditure on Therapeutic appliances and Other medical goods, in current international $ (PPP) per capita"
hc5nec_gghed_ppp_pc,"Domestic General Government Expenditure on Unspecified medical goods (n.e.c.), in current international $ (PPP) per capita"
hc6_gghed_ppp_pc,"Domestic General Government Expenditure on Preventive care, in current international $ (PPP) per capita"
hc61_gghed_ppp_pc,"Domestic General Government Expenditure on Information, education and counseling (IEC) programmes, in current international $ (PPP) per capita"
hc62_gghed_ppp_pc,"Domestic General Government Expenditure on Immunization Programmes, in current international $ (PPP) per capita"
fp3214_gghed_ppp_pc,"Domestic General Government Expenditure on Vaccines, in current international $ (PPP) per capita"
hc63_gghed_ppp_pc,"Domestic General Government Expenditure on Early disease detection programmes, in current international $ (PPP) per capita"
hc64_gghed_ppp_pc,"Domestic General Government Expenditure on Healthy condition monitoring programmes, in current international $ (PPP) per capita"
hc65_gghed_ppp_pc,"Domestic General Government Expenditure on Epidemiological surveillance and risk and disease control programmes, in current international $ (PPP) per capita"
hc66_gghed_ppp_pc,"Domestic General Government Expenditure on Preparing for disaster and emergency response programmes, in current international $ (PPP) per capita"
hc6nec_gghed_ppp_pc,"Domestic General Government Expenditure on Unspecified preventive care (n.e.c.), in current international $ (PPP) per capita"
hc7_gghed_ppp_pc,"Domestic General Government Expenditure on Governance, health system & financing administration, in current international $ (PPP) per capita"
hc71_gghed_ppp_pc,"Domestic General Government Expenditure on Governance and Health system administration, in current international $ (PPP) per capita"
hc72_gghed_ppp_pc,"Domestic General Government Expenditure on Administration of health financing, in current international $ (PPP) per capita"
hc7nec_gghed_ppp_pc,"Domestic General Government Expenditure on Unspecified governance, and health system and financing administration (n.e.c.), in current international $ (PPP) per capita"
hc9_gghed_ppp_pc,"Domestic General Government Expenditure on Other health care services (n.e.c.), in current international $ (PPP) per capita"
hc_ext_ppp_pc,"External health expenditure by Health Care Functions, in current international $ (PPP) per capita"
hc1_ext_ppp_pc,"External Expenditure on Curative care, in current international $ (PPP) per capita"
hc11_ext_ppp_pc,"External Expenditure on Inpatient curative care, in current international $ (PPP) per capita"
hc12_ext_ppp_pc,"External Expenditure on Day curative care, in current international $ (PPP) per capita"
hc13_ext_ppp_pc,"External Expenditure on Outpatient curative care, in current international $ (PPP) per capita"
hc131_ext_ppp_pc,"External Expenditure on General outpatient curative care, in current international $ (PPP) per capita"
hc132_ext_ppp_pc,"External Expenditure on Dental outpatient curative care, in current international $ (PPP) per capita"
hc133_ext_ppp_pc,"External Expenditure on Specialised outpatient curative care, in current international $ (PPP) per capita"
hc139_ext_ppp_pc,"External Expenditure on all other outpatient curative care, in current international $ (PPP) per capita"
hc13nec_ext_ppp_pc,"External Expenditure on Outpatient curative care n.e.c., in current international $ (PPP) per capita"
hc14_ext_ppp_pc,"External Expenditure on Home-based curative care, in current international $ (PPP) per capita"
hc1nec_ext_ppp_pc,"External Expenditure on Other curative care, in current international $ (PPP) per capita"
hc2_ext_ppp_pc,"External Expenditure on Rehabilitative care, in current international $ (PPP) per capita"
hc21_ext_ppp_pc,"External Expenditure on Inpatient rehabilitative care, in current international $ (PPP) per capita"
hc22_ext_ppp_pc,"External Expenditure on Day rehabilitative care, in current international $ (PPP) per capita"
hc23_ext_ppp_pc,"External Expenditure on Outpatient rehabilitative care, in current international $ (PPP) per capita"
hc24_ext_ppp_pc,"External Expenditure on Home-based rehabilitative care, in current international $ (PPP) per capita"
hc3_ext_ppp_pc,"External Expenditure on Long-term care (health), in current international $ (PPP) per capita"
hc31_ext_ppp_pc,"External Expenditure on Inpatient long-term care (health), in current international $ (PPP) per capita"
hc32_ext_ppp_pc,"External Expenditure on Day long-term care (health), in current international $ (PPP) per capita"
hc33_ext_ppp_pc,"External Expenditure on Outpatient long-term care (health), in current international $ (PPP) per capita"
hc34_ext_ppp_pc,"External Expenditure on Home-based long-term care (health), in current international $ (PPP) per capita"
hc3nec_ext_ppp_pc,"External Expenditure on Other Long-Term Care, in current international $ (PPP) per capita"
hc4_ext_ppp_pc,"External Expenditure on Ancillary services (non-specified by function), in current international $ (PPP) per capita"
hc41_ext_ppp_pc,"External Expenditure on Laboratory services, in current international $ (PPP) per capita"
hc42_ext_ppp_pc,"External Expenditure on Imaging services, in current international $ (PPP) per capita"
hc43_ext_ppp_pc,"External Expenditure on Patient transportation, in current international $ (PPP) per capita"
hc5_ext_ppp_pc,"External Expenditure on Medical goods (non-specified by function), in current international $ (PPP) per capita"
hc51_ext_ppp_pc,"External Expenditure on Pharmaceuticals and Other medical durable goods, in current international $ (PPP) per capita"
hc511_ext_ppp_pc,"External Expenditure on Prescribed medicines, in current international $ (PPP) per capita"
hc512_ext_ppp_pc,"External Expenditure on Over-the-counter medicines, in current international $ (PPP) per capita"
hc513_ext_ppp_pc,"External Expenditure on Other medical non-durable goods, in current international $ (PPP) per capita"
hc52_ext_ppp_pc,"External Expenditure on Therapeutic appliances and Other medical goods, in current international $ (PPP) per capita"
hc5nec_ext_ppp_pc,"External Expenditure on Unspecified medical goods (n.e.c.), in current international $ (PPP) per capita"
hc6_ext_ppp_pc,"External Expenditure on Preventive care, in current international $ (PPP) per capita"
hc61_ext_ppp_pc,"External Expenditure on Information, education and counseling (IEC) programmes, in current international $ (PPP) per capita"
hc62_ext_ppp_pc,"External sources of funding on Immunization Programmes , in current international $ (PPP) per capita"
fp3214_ext_ppp_pc,"External sources of funding on Vaccines, in current international $ (PPP) per capita"
hc63_ext_ppp_pc,"External Expenditure on Early disease detection programmes, in current international $ (PPP) per capita"
hc64_ext_ppp_pc,"External Expenditure on Healthy condition monitoring programmes, in current international $ (PPP) per capita"
hc65_ext_ppp_pc,"External Expenditure on Epidemiological surveillance and risk and disease control programmes, in current international $ (PPP) per capita"
hc66_ext_ppp_pc,"External Expenditure on Preparing for disaster and emergency response programmes, in current international $ (PPP) per capita"
hc6nec_ext_ppp_pc,"External Expenditure on Unspecified preventive care (n.e.c.), in current international $ (PPP) per capita"
hc7_ext_ppp_pc,"External Expenditure on Governance, health system & financing administration, in current international $ (PPP) per capita"
hc71_ext_ppp_pc,"External Expenditure on Governance and Health system administration, in current international $ (PPP) per capita"
hc72_ext_ppp_pc,"External Expenditure on Administration of health financing, in current international $ (PPP) per capita"
hc7nec_ext_ppp_pc,"External Expenditure on Unspecified governance, and health system and financing administration (n.e.c.), in current international $ (PPP) per capita"
hc9_ext_ppp_pc,"External Expenditure on Other health care services (n.e.c.), in current international $ (PPP) per capita"
hc_pvtd_ppp_pc,"Domestic Private Health Expenditure by Health Care Functions, in current international $ (PPP) per capita"
hc1_pvtd_ppp_pc,"Domestic Private Expenditure on Curative care, in current international $ (PPP) per capita"
hc11_pvtd_ppp_pc,"Domestic Private Expenditure on Inpatient curative care, in current international $ (PPP) per capita"
hc12_pvtd_ppp_pc,"Domestic Private Expenditure on Day curative care, in current international $ (PPP) per capita"
hc13_pvtd_ppp_pc,"Domestic Private Expenditure on Outpatient curative care, in current international $ (PPP) per capita"
hc131_pvtd_ppp_pc,"Domestic Private Expenditure on General outpatient curative care, in current international $ (PPP) per capita"
hc132_pvtd_ppp_pc,"Domestic Private Expenditure on Dental outpatient curative care, in current international $ (PPP) per capita"
hc133_pvtd_ppp_pc,"Domestic Private Expenditure on Specialised outpatient curative care, in current international $ (PPP) per capita"
hc139_pvtd_ppp_pc,"Domestic Private Expenditure on all other outpatient curative care, in current international $ (PPP) per capita"
hc13nec_pvtd_ppp_pc,"Domestic Private Expenditure on Outpatient curative care n.e.c., in current international $ (PPP) per capita"
hc14_pvtd_ppp_pc,"Domestic Private Expenditure on Home-based curative care, in current international $ (PPP) per capita"
hc1nec_pvtd_ppp_pc,"Domestic Private Expenditure on Other curative care, in current international $ (PPP) per capita"
hc2_pvtd_ppp_pc,"Domestic Private Expenditure on Rehabilitative care, in current international $ (PPP) per capita"
hc21_pvtd_ppp_pc,"Domestic Private Expenditure on Inpatient rehabilitative care, in current international $ (PPP) per capita"
hc22_pvtd_ppp_pc,"Domestic Private Expenditure on Day rehabilitative care, in current international $ (PPP) per capita"
hc23_pvtd_ppp_pc,"Domestic Private Expenditure on Outpatient rehabilitative care, in current international $ (PPP) per capita"
hc24_pvtd_ppp_pc,"Domestic Private Expenditure on Home-based rehabilitative care, in current international $ (PPP) per capita"
